,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,album_release_date,vibe,track_uri,artist_uri,genres
1569,Joel Corry,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,0.734,0.874,8,-3.158,1,0.0662,1.14e-05,0.0489,0.905,122.953,166028,4,0.168,80,7/3/20,upbeat,6cx06DFPPHchuUAcTxznu9,6DgP9otnZw5z6daOntINxp,pop dance
1570,Joel Corry,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,0.734,0.874,8,-3.158,1,0.0662,1.14e-05,0.0489,0.905,122.953,166028,4,0.168,80,7/3/20,upbeat,6cx06DFPPHchuUAcTxznu9,6DgP9otnZw5z6daOntINxp,tropical house
1571,Joel Corry,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,0.734,0.874,8,-3.158,1,0.0662,1.14e-05,0.0489,0.905,122.953,166028,4,0.168,80,7/3/20,upbeat,6cx06DFPPHchuUAcTxznu9,6DgP9otnZw5z6daOntINxp,uk dance
1572,Shawn Mendes,Señorita,Señorita,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.0,0.0945,0.75,116.947,190960,4,0.037,80,6/21/19,upbeat,0TK2YIli7K1leLovkQiNik,7n2wHs1TKAczGzO7Dd2rGr,canadian pop
1573,Shawn Mendes,Señorita,Señorita,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.0,0.0945,0.75,116.947,190960,4,0.037,80,6/21/19,upbeat,0TK2YIli7K1leLovkQiNik,7n2wHs1TKAczGzO7Dd2rGr,pop
1574,Shawn Mendes,Señorita,Señorita,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.0,0.0945,0.75,116.947,190960,4,0.037,80,6/21/19,upbeat,0TK2YIli7K1leLovkQiNik,7n2wHs1TKAczGzO7Dd2rGr,viral pop
1575,Doja Cat,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.000158,0.123,0.742,110.968,208867,4,0.235,80,4/9/21,upbeat,748mdHapucXQri7IAO8yFK,5cj0lLjcoR7YOSnhnX0Po5,dance pop
1576,Doja Cat,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.000158,0.123,0.742,110.968,208867,4,0.235,80,4/9/21,upbeat,748mdHapucXQri7IAO8yFK,5cj0lLjcoR7YOSnhnX0Po5,pop
1577,P!nk,Raise Your Glass,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,0.7,0.709,7,-5.006,1,0.0838,0.0,0.029,0.624,122.019,202960,4,0.0048,80,10/5/10,upbeat,1gv4xPanImH17bKZ9rOveR,1KCSPY1glIKqW2TotWuXOR,dance pop
1578,P!nk,Raise Your Glass,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,0.7,0.709,7,-5.006,1,0.0838,0.0,0.029,0.624,122.019,202960,4,0.0048,80,10/5/10,upbeat,1gv4xPanImH17bKZ9rOveR,1KCSPY1glIKqW2TotWuXOR,pop
1579,Avicii,AVĪCI (01),Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2,-4.844,1,0.0428,0.0,0.0456,0.295,133.993,181673,4,0.00163,79,8/10/17,upbeat,6Pgkp4qUoTmJIPn7ReaGxL,1vCWHaC5f2uS3yhpwWbIA6,edm
1580,Avicii,AVĪCI (01),Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2,-4.844,1,0.0428,0.0,0.0456,0.295,133.993,181673,4,0.00163,79,8/10/17,upbeat,6Pgkp4qUoTmJIPn7ReaGxL,1vCWHaC5f2uS3yhpwWbIA6,pop
1581,Avicii,AVĪCI (01),Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2,-4.844,1,0.0428,0.0,0.0456,0.295,133.993,181673,4,0.00163,79,8/10/17,upbeat,6Pgkp4qUoTmJIPn7ReaGxL,1vCWHaC5f2uS3yhpwWbIA6,pop dance
1582,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,1,0.0478,0.00747,0.0374,0.796,123.97,162604,4,0.018,79,8/13/21,upbeat,6Dy1jexKYriXAVG6evyUTJ,6DgP9otnZw5z6daOntINxp,dance pop
1583,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,1,0.0478,0.00747,0.0374,0.796,123.97,162604,4,0.018,79,8/13/21,upbeat,6Dy1jexKYriXAVG6evyUTJ,6DgP9otnZw5z6daOntINxp,pop dance
1584,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,1,0.0478,0.00747,0.0374,0.796,123.97,162604,4,0.018,79,8/13/21,upbeat,6Dy1jexKYriXAVG6evyUTJ,6DgP9otnZw5z6daOntINxp,tropical house
1585,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,1,0.0478,0.00747,0.0374,0.796,123.97,162604,4,0.018,79,8/13/21,upbeat,6Dy1jexKYriXAVG6evyUTJ,6DgP9otnZw5z6daOntINxp,uk dance
1586,Cardi B,Invasion of Privacy,I Like It,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.0,0.372,0.65,136.048,253390,4,0.099,79,4/6/18,upbeat,58q2HKrzhC3ozto2nDdN4z,4kYSro6naA4h99UJvo89HB,pop
1587,Cardi B,Invasion of Privacy,I Like It,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.0,0.372,0.65,136.048,253390,4,0.099,79,4/6/18,upbeat,58q2HKrzhC3ozto2nDdN4z,4kYSro6naA4h99UJvo89HB,rap
1588,Doja Cat,Planet Her,Ain't Shit,5lAnYvAIkSDNXqfo7DyFUm,0.855,0.488,3,-4.601,1,0.208,0.0,0.347,0.619,124.097,174253,4,0.506,79,6/25/21,upbeat,5lAnYvAIkSDNXqfo7DyFUm,5cj0lLjcoR7YOSnhnX0Po5,dance pop
1589,Doja Cat,Planet Her,Ain't Shit,5lAnYvAIkSDNXqfo7DyFUm,0.855,0.488,3,-4.601,1,0.208,0.0,0.347,0.619,124.097,174253,4,0.506,79,6/25/21,upbeat,5lAnYvAIkSDNXqfo7DyFUm,5cj0lLjcoR7YOSnhnX0Po5,pop
1590,Ariana Grande,boyfriend,boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,0.4,0.795,10,-3.731,0,0.461,0.0,0.159,0.702,190.097,186107,4,0.119,80,8/2/19,upbeat,0Ryd8975WihbObpp5cPW1t,66CXWjxzNUsdJxJ2JdwvnR,pop
1591,Shania Twain,Come On Over,Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.0,0.278,0.674,124.882,234493,4,0.581,79,11/4/97,upbeat,6sxptembJVty4sNtcPMAVz,5e4Dhzv426EvQe3aDb64jL,canadian country
1592,Shania Twain,Come On Over,Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.0,0.278,0.674,124.882,234493,4,0.581,79,11/4/97,upbeat,6sxptembJVty4sNtcPMAVz,5e4Dhzv426EvQe3aDb64jL,canadian pop
1593,Shania Twain,Come On Over,Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.0,0.278,0.674,124.882,234493,4,0.581,79,11/4/97,upbeat,6sxptembJVty4sNtcPMAVz,5e4Dhzv426EvQe3aDb64jL,contemporary country
1594,Shania Twain,Come On Over,Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.0,0.278,0.674,124.882,234493,4,0.581,79,11/4/97,upbeat,6sxptembJVty4sNtcPMAVz,5e4Dhzv426EvQe3aDb64jL,country
1595,Shania Twain,Come On Over,Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.0,0.278,0.674,124.882,234493,4,0.581,79,11/4/97,upbeat,6sxptembJVty4sNtcPMAVz,5e4Dhzv426EvQe3aDb64jL,country dawn
1596,Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4,0.0417,79,6/16/17,upbeat,6QgjcU0zLnzq5OrUoSZ3OK,4kI8Ie27vjvonwaB2ePh8T,indie rock
1597,Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4,0.0417,79,6/16/17,upbeat,6QgjcU0zLnzq5OrUoSZ3OK,4kI8Ie27vjvonwaB2ePh8T,indietronica
1598,Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4,0.0417,79,6/16/17,upbeat,6QgjcU0zLnzq5OrUoSZ3OK,4kI8Ie27vjvonwaB2ePh8T,modern alternative rock
1599,Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4,0.0417,79,6/16/17,upbeat,6QgjcU0zLnzq5OrUoSZ3OK,4kI8Ie27vjvonwaB2ePh8T,modern rock
1600,Taylor Swift,Lover,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,0.61,0.83,0,-4.105,1,0.0571,0.0,0.118,0.728,182.162,193000,4,0.033,79,8/23/19,upbeat,2Rk4JlNc2TPmZe2af99d45,06HL4z0CvFAxyc27GXpf02,pop
1601,Doja Cat,Planet Her,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,0.912,0.655,8,-6.029,0,0.162,3.39e-05,0.0894,0.793,91.942,138293,4,0.315,79,6/25/21,upbeat,0W6I02J9xcqK8MtSeosEXb,5cj0lLjcoR7YOSnhnX0Po5,dance pop
1602,Doja Cat,Planet Her,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,0.912,0.655,8,-6.029,0,0.162,3.39e-05,0.0894,0.793,91.942,138293,4,0.315,79,6/25/21,upbeat,0W6I02J9xcqK8MtSeosEXb,5cj0lLjcoR7YOSnhnX0Po5,pop
1603,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,0.601,0.794,7,-5.844,0,0.0671,1.36e-06,0.388,0.244,114.066,217467,4,0.00987,79,11/30/18,upbeat,27rdGxbavYJeBphck5MZAF,3hv9jJF3adDNsBSIQDqcjp,pop soul
1604,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4,0.0317,79,4/23/14,upbeat,3DmW6y7wTEYHJZlLo1r6XJ,4obzFoKoKRHIphyHzJ35G3,latin pop
1605,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4,0.0317,79,4/23/14,upbeat,3DmW6y7wTEYHJZlLo1r6XJ,4obzFoKoKRHIphyHzJ35G3,latin viral pop
1606,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4,0.0317,79,4/23/14,upbeat,3DmW6y7wTEYHJZlLo1r6XJ,4obzFoKoKRHIphyHzJ35G3,rap latina
1607,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4,0.0317,79,4/23/14,upbeat,3DmW6y7wTEYHJZlLo1r6XJ,4obzFoKoKRHIphyHzJ35G3,reggaeton
1608,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4,0.0317,79,4/23/14,upbeat,3DmW6y7wTEYHJZlLo1r6XJ,4obzFoKoKRHIphyHzJ35G3,urbano latino
1609,Cher,Believe,Believe,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0.0,0.0509,0.459,132.975,239027,4,0.0082,78,1998,upbeat,2goLsvvODILDzeeiT4dAoR,72OaDtakiy6yFqkt4TsiFt,dance pop
1610,Cher,Believe,Believe,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0.0,0.0509,0.459,132.975,239027,4,0.0082,78,1998,upbeat,2goLsvvODILDzeeiT4dAoR,72OaDtakiy6yFqkt4TsiFt,pop
1611,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,1.54e-06,0.631,0.813,105.39,162467,4,0.416,78,1980,upbeat,4w3tQBXhn5345eUXDGBWZG,32vWCbZh0xZ4o9gkz4PsEU,classic country pop
1612,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,1.54e-06,0.631,0.813,105.39,162467,4,0.416,78,1980,upbeat,4w3tQBXhn5345eUXDGBWZG,32vWCbZh0xZ4o9gkz4PsEU,country
1613,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,1.54e-06,0.631,0.813,105.39,162467,4,0.416,78,1980,upbeat,4w3tQBXhn5345eUXDGBWZG,32vWCbZh0xZ4o9gkz4PsEU,country dawn
1614,M.I.A.,Kala,Paper Planes,1ixbwbeBi5ufN4noUKmW5a,0.447,0.848,2,-6.175,1,0.222,7.46e-05,0.65,0.485,172.253,205200,4,0.033,78,8/20/07,upbeat,1ixbwbeBi5ufN4noUKmW5a,0QJIPDAEDILuo8AIq3pMuU,escape room
1615,M.I.A.,Kala,Paper Planes,1ixbwbeBi5ufN4noUKmW5a,0.447,0.848,2,-6.175,1,0.222,7.46e-05,0.65,0.485,172.253,205200,4,0.033,78,8/20/07,upbeat,1ixbwbeBi5ufN4noUKmW5a,0QJIPDAEDILuo8AIq3pMuU,indietronica
1616,M.I.A.,Kala,Paper Planes,1ixbwbeBi5ufN4noUKmW5a,0.447,0.848,2,-6.175,1,0.222,7.46e-05,0.65,0.485,172.253,205200,4,0.033,78,8/20/07,upbeat,1ixbwbeBi5ufN4noUKmW5a,0QJIPDAEDILuo8AIq3pMuU,neo-synthpop
1617,M.I.A.,Kala,Paper Planes,1ixbwbeBi5ufN4noUKmW5a,0.447,0.848,2,-6.175,1,0.222,7.46e-05,0.65,0.485,172.253,205200,4,0.033,78,8/20/07,upbeat,1ixbwbeBi5ufN4noUKmW5a,0QJIPDAEDILuo8AIq3pMuU,new rave
1618,Martin Garrix,Scared to Be Lonely,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0,0.261,0.195,137.972,220883,4,0.0895,78,1/27/17,upbeat,3ebXMykcMXOcLeJ9xZ17XH,60d24wfXkVzDSfLS6hyCjZ,dutch edm
1619,Martin Garrix,Scared to Be Lonely,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0,0.261,0.195,137.972,220883,4,0.0895,78,1/27/17,upbeat,3ebXMykcMXOcLeJ9xZ17XH,60d24wfXkVzDSfLS6hyCjZ,edm
1620,Martin Garrix,Scared to Be Lonely,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0,0.261,0.195,137.972,220883,4,0.0895,78,1/27/17,upbeat,3ebXMykcMXOcLeJ9xZ17XH,60d24wfXkVzDSfLS6hyCjZ,pop
1621,Martin Garrix,Scared to Be Lonely,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0,0.261,0.195,137.972,220883,4,0.0895,78,1/27/17,upbeat,3ebXMykcMXOcLeJ9xZ17XH,60d24wfXkVzDSfLS6hyCjZ,pop dance
1622,Martin Garrix,Scared to Be Lonely,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0,0.261,0.195,137.972,220883,4,0.0895,78,1/27/17,upbeat,3ebXMykcMXOcLeJ9xZ17XH,60d24wfXkVzDSfLS6hyCjZ,progressive house
1623,P!nk,Funhouse (Expanded Edition),So What,0JiY190vktuhSGN6aqJdrt,0.534,0.87,11,-3.078,0,0.0425,0.0,0.241,0.462,126.019,215160,4,0.000334,78,10/24/08,upbeat,0JiY190vktuhSGN6aqJdrt,1KCSPY1glIKqW2TotWuXOR,dance pop
1624,P!nk,Funhouse (Expanded Edition),So What,0JiY190vktuhSGN6aqJdrt,0.534,0.87,11,-3.078,0,0.0425,0.0,0.241,0.462,126.019,215160,4,0.000334,78,10/24/08,upbeat,0JiY190vktuhSGN6aqJdrt,1KCSPY1glIKqW2TotWuXOR,pop
1625,Miley Cyrus,The Time Of Our Lives,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10,-4.667,0,0.042,0.000115,0.0886,0.47,96.021,202067,4,0.00112,78,1/1/09,upbeat,5Q0Nhxo0l2bP3pNjpGJwV1,5YGY8feqx7naU7z4HrwZM6,pop
1626,The Cardigans,First Band On The Moon (Remastered),Lovefool,7aQjPecQdIuNd1sz3KCDhD,0.704,0.636,9,-6.029,1,0.0252,0.0,0.35,0.89,111.845,193953,4,0.0344,78,1/1/96,upbeat,7aQjPecQdIuNd1sz3KCDhD,1tqZaCwM57UFKjWoYwMLrw,lilith
1627,The Cardigans,First Band On The Moon (Remastered),Lovefool,7aQjPecQdIuNd1sz3KCDhD,0.704,0.636,9,-6.029,1,0.0252,0.0,0.35,0.89,111.845,193953,4,0.0344,78,1/1/96,upbeat,7aQjPecQdIuNd1sz3KCDhD,1tqZaCwM57UFKjWoYwMLrw,new wave pop
1628,The Cardigans,First Band On The Moon (Remastered),Lovefool,7aQjPecQdIuNd1sz3KCDhD,0.704,0.636,9,-6.029,1,0.0252,0.0,0.35,0.89,111.845,193953,4,0.0344,78,1/1/96,upbeat,7aQjPecQdIuNd1sz3KCDhD,1tqZaCwM57UFKjWoYwMLrw,permanent wave
1629,The Cardigans,First Band On The Moon (Remastered),Lovefool,7aQjPecQdIuNd1sz3KCDhD,0.704,0.636,9,-6.029,1,0.0252,0.0,0.35,0.89,111.845,193953,4,0.0344,78,1/1/96,upbeat,7aQjPecQdIuNd1sz3KCDhD,1tqZaCwM57UFKjWoYwMLrw,pop rock
1630,The Cardigans,First Band On The Moon (Remastered),Lovefool,7aQjPecQdIuNd1sz3KCDhD,0.704,0.636,9,-6.029,1,0.0252,0.0,0.35,0.89,111.845,193953,4,0.0344,78,1/1/96,upbeat,7aQjPecQdIuNd1sz3KCDhD,1tqZaCwM57UFKjWoYwMLrw,swedish pop
1631,Doja Cat,Hot Pink,Say So,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0,0.159,3.35e-06,0.0904,0.779,110.962,237893,4,0.264,79,11/7/19,upbeat,3Dv1eDb0MEgF93GpLXlucZ,5cj0lLjcoR7YOSnhnX0Po5,dance pop
1632,Doja Cat,Hot Pink,Say So,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0,0.159,3.35e-06,0.0904,0.779,110.962,237893,4,0.264,79,11/7/19,upbeat,3Dv1eDb0MEgF93GpLXlucZ,5cj0lLjcoR7YOSnhnX0Po5,pop
1633,Vanessa Carlton,Be Not Nobody,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.0,0.161,0.268,94.931,237493,4,0.323,78,4/30/02,upbeat,4w1lzcaoZ1IC2K5TwjalRP,5ILrArfIV0tMURcHJN8Q07,lilith
1634,Vanessa Carlton,Be Not Nobody,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.0,0.161,0.268,94.931,237493,4,0.323,78,4/30/02,upbeat,4w1lzcaoZ1IC2K5TwjalRP,5ILrArfIV0tMURcHJN8Q07,neo mellow
1635,Vanessa Carlton,Be Not Nobody,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.0,0.161,0.268,94.931,237493,4,0.323,78,4/30/02,upbeat,4w1lzcaoZ1IC2K5TwjalRP,5ILrArfIV0tMURcHJN8Q07,piano rock
1636,Vanessa Carlton,Be Not Nobody,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.0,0.161,0.268,94.931,237493,4,0.323,78,4/30/02,upbeat,4w1lzcaoZ1IC2K5TwjalRP,5ILrArfIV0tMURcHJN8Q07,pop rock
1637,Vanessa Carlton,Be Not Nobody,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.0,0.161,0.268,94.931,237493,4,0.323,78,4/30/02,upbeat,4w1lzcaoZ1IC2K5TwjalRP,5ILrArfIV0tMURcHJN8Q07,post-teen pop
1638,Rachel Platten,Wildfire,Fight Song,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0,0.155,0.33,175.924,204013,4,0.0549,78,1/1/16,upbeat,37f4ITSlgPX81ad2EvmVQr,3QLIkT4rD2FMusaqmkepbq,post-teen pop
1639,Rachel Platten,Wildfire,Fight Song,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0,0.155,0.33,175.924,204013,4,0.0549,78,1/1/16,upbeat,37f4ITSlgPX81ad2EvmVQr,3QLIkT4rD2FMusaqmkepbq,viral pop
1640,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.0,0.0608,0.479,124.111,183726,4,0.216,78,5/20/21,upbeat,5K6Ssv4Z3zRvxt0P6EKUAP,4sTQVOfp9vEMCemLw50sbu,dance pop
1641,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.0,0.0608,0.479,124.111,183726,4,0.216,78,5/20/21,upbeat,5K6Ssv4Z3zRvxt0P6EKUAP,4sTQVOfp9vEMCemLw50sbu,edm
1642,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.0,0.0608,0.479,124.111,183726,4,0.216,78,5/20/21,upbeat,5K6Ssv4Z3zRvxt0P6EKUAP,4sTQVOfp9vEMCemLw50sbu,pop
1643,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.0,0.0608,0.479,124.111,183726,4,0.216,78,5/20/21,upbeat,5K6Ssv4Z3zRvxt0P6EKUAP,4sTQVOfp9vEMCemLw50sbu,pop dance
1644,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.0,0.0608,0.479,124.111,183726,4,0.216,78,5/20/21,upbeat,5K6Ssv4Z3zRvxt0P6EKUAP,4sTQVOfp9vEMCemLw50sbu,tropical house
1645,Ava Max,Heaven & Hell,My Head & My Heart,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0,0.07,0.0,0.121,0.436,116.001,174760,4,0.0697,78,9/18/20,upbeat,1KixkQVDUHggZMU9dUobgm,4npEfmQ6YuiwW1GpUmaq3F,pop
1646,Natasha Bedingfield,Unwritten,Unwritten,3U5JVgI2x4rDyHGObzJfNf,0.706,0.8,5,-6.333,1,0.0399,0.0,0.0822,0.629,100.011,259333,4,0.00584,78,8/30/04,upbeat,3U5JVgI2x4rDyHGObzJfNf,7o95ZoZt5ZYn31e9z1Hc0a,dance pop
1647,Natasha Bedingfield,Unwritten,Unwritten,3U5JVgI2x4rDyHGObzJfNf,0.706,0.8,5,-6.333,1,0.0399,0.0,0.0822,0.629,100.011,259333,4,0.00584,78,8/30/04,upbeat,3U5JVgI2x4rDyHGObzJfNf,7o95ZoZt5ZYn31e9z1Hc0a,pop
1648,Natasha Bedingfield,Unwritten,Unwritten,3U5JVgI2x4rDyHGObzJfNf,0.706,0.8,5,-6.333,1,0.0399,0.0,0.0822,0.629,100.011,259333,4,0.00584,78,8/30/04,upbeat,3U5JVgI2x4rDyHGObzJfNf,7o95ZoZt5ZYn31e9z1Hc0a,post-teen pop
1649,Miley Cyrus,Younger Now,Malibu,1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,8,-6.406,1,0.0555,2.64e-05,0.0813,0.343,139.934,231907,4,0.0767,78,9/29/17,upbeat,1UZOjK1BwmwWU14Erba9CZ,5YGY8feqx7naU7z4HrwZM6,pop
1650,MEDUZA,Lose Control,Lose Control,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.659,0,0.0415,0.0,0.14,0.529,123.935,168387,4,0.129,78,10/11/19,upbeat,7CHi4DtfK4heMlQaudCuHK,0xRXCcSX89eobfrshSVdyu,pop dance
1651,MEDUZA,Lose Control,Lose Control,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.659,0,0.0415,0.0,0.14,0.529,123.935,168387,4,0.129,78,10/11/19,upbeat,7CHi4DtfK4heMlQaudCuHK,0xRXCcSX89eobfrshSVdyu,pop house
1652,MEDUZA,Lose Control,Lose Control,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.659,0,0.0415,0.0,0.14,0.529,123.935,168387,4,0.129,78,10/11/19,upbeat,7CHi4DtfK4heMlQaudCuHK,0xRXCcSX89eobfrshSVdyu,uk dance
1653,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,4.82e-06,0.0642,0.617,95.881,212500,4,0.157,78,9/28/18,upbeat,4w8niZpiMy6qz1mntFA5uM,540vIaP2JwjQb9dm3aArA4,edm
