,track_uri,popularity,danceability,energy,loudness,valence,acousticness,speechiness,instrumentalness,tempo,genres,artist_uri
287,7uoFMmxln0GPXQ0AcCBXRq,77,0.716,0.512,-6.257,0.326,0.483,0.0331,0.0,104.957,"['australian dance', 'australian pop', 'pop']",5WUlDfRSoLAfcVSX1WnrxN
288,5Cbc3v4DKzrwQAv3hlA9Hn,7,0.655,0.727,-5.478,0.56,0.231,0.046,0.0,113.011,['pop'],6Dd3NScHWwnW6obMFbl1BH
289,5uAeahijdsH6Pu4es1OVCt,46,0.58,0.443,-7.323,0.576,0.75,0.0498,0.0,175.938,"['pop', 'viral pop']",6VuMaDnrHyPL1p4EHjYLi7
290,38T0tPVZHcPZyhtOcCP7pF,85,0.637,0.715,-4.971,0.308,0.148,0.0455,0.0,141.872,['lgbtq+ hip hop'],7jVv8c5Fj3E9VhNjxT4snq
291,2k9N4caeCIJLOWwWwssrEM,10,0.772,0.256,-8.545,0.357,0.491,0.0481,0.00612,118.902,[],0hDjKSKjl1DC7ovYTDJHe8
292,0KQx6HOpJueiSkztcS0r7D,72,0.652,0.609,-7.519,0.482,0.263,0.037,0.00101,95.986,"['neo soul', 'pop', 'r&b']",3DiDSECUqqY1AuBP8qtaIa
293,74iZuPGwyL33VlTr6jTnab,72,0.553,0.502,-5.972,0.296,0.299,0.0409,0.0,129.976,"['art pop', 'dance pop', 'pop']",1HY2Jd0NmPuamShAr6KMms
294,2IjyFRCRn8x1bEquOM3vxg,67,0.481,0.285,-10.848,0.316,0.9,0.0424,0.0,130.029,"['canadian pop', 'pop']",1uNFoZAHBGtllmzznpCI3s
295,2qDFvtnEcouMAKw6OKOlhB,0,0.589,0.694,-4.39,0.819,0.292,0.0258,0.0,175.987,['talent show'],0CrCKxXekxMpkYfMEf8mca
296,5HECcy1xFIH8RbCG813DgD,32,0.89,0.688,-4.861,0.216,0.052,0.069,1.24e-06,100.023,"['australian hip hop', 'dance pop', 'pop']",5yG7ZAZafVaAlMTeBybKAL
297,421leiR6jKlH5KDdwLYrOs,0,0.824,0.592,-6.4,0.54,0.693,0.0969,0.000158,98.074,['australian pop'],2NjfBq1NflQcKSeiDooVjY
298,7hQJA50XrCWABAu5v6QZ4i,75,0.563,0.865,-5.277,0.601,0.0472,0.16,0.000191,156.271,"['classic rock', 'glam rock', 'rock']",1dfeR4HaWDbWqFHLkxsg1d
299,6FtIK0IkmG33lKbc1pyAlZ,71,0.719,0.461,-8.191,0.548,0.279,0.0454,0.0,123.915,"['bedroom pop', 'pov: indie']",7pbDxGE6nQSZVfiFdq9lOL
300,2XaInsPPUkZRkY4uFJ3AHK,60,0.817,0.587,-6.502,0.352,0.052,0.108,0.00165,140.062,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop', 'trap']",13y7CgLHjMVRMDqxdx0Xdo
301,748mdHapucXQri7IAO8yFK,80,0.762,0.701,-3.541,0.742,0.235,0.0286,0.000158,110.968,"['dance pop', 'pop']",5cj0lLjcoR7YOSnhnX0Po5
302,1oHCgpheYhmhQbhCmbhpWn,0,0.409,0.686,-4.893,0.354,0.131,0.177,0.0,147.929,"['canadian pop', 'pop', 'viral pop']",7n2wHs1TKAczGzO7Dd2rGr
303,3EVBx6WnnMj0qGpcPHjECA,0,0.671,0.609,-5.02,0.375,0.0747,0.0508,0.0,120.054,"['alt z', 'norwegian pop', 'pop', 'uk pop']",3AVfmawzu83sp94QW7CEGm
304,1GHMXCmwvmiYuAOHwLBnZa,21,0.44,0.532,-8.594,0.11,0.0464,0.0285,0.000591,138.052,['indiecoustica'],6xbrnDxD4saadNP0lcoNOC
305,2LKI0fGEKR3RWAiY2jqq8k,0,0.737,0.707,-3.318,0.196,0.277,0.0386,0.305,114.972,['v-pop'],5fa13NJjmn2uQ3dxZDi2Ge
306,2dmOWlEHrP266Qgz6wnUrd,54,0.754,0.613,-6.342,0.904,0.318,0.229,0.0,113.196,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V
307,1i1fxkWeaMmKEB4T7zqbzK,81,0.532,0.869,-5.094,0.422,0.157,0.172,0.00508,159.803,"['electropop', 'pop', 'tropical house']",69GGBxA162lTqCwzJG5jLp
308,5uOshbNqgCj1s4srEeQXOe,56,0.784,0.703,-5.128,0.351,0.687,0.0443,0.000273,106.038,['v-pop'],2aQnC3DbZB9GbauvhAw7ve
309,53jbdPQBaH6WaQvW0zmGBs,61,0.401,0.507,-7.001,0.236,0.549,0.089,0.0,180.159,"['alt z', 'indie pop', 'nyc pop']",6beUvFUlKliUYJdLOXNj9C
310,4TwVtW8hS5LyLoDtJGpUOg,62,0.554,0.589,-8.163,0.414,0.613,0.231,0.000257,74.982,['asian american hip hop'],1AhjOkOLkbHUfcHDSErXQs
311,16etWeo0rOinAg5lTy5hCD,34,0.497,0.425,-8.317,0.234,0.771,0.0325,1.11e-05,148.074,[],5iVjA1Of8CIToe69eg3EUQ
312,0KKkJNfGyhkQ5aFogxQAPU,85,0.853,0.56,-4.961,0.86,0.013,0.0406,0.0,134.066,"['dance pop', 'pop']",0du5cEVh5yTK9QJze8zA0C
313,1HfMVBKM75vxSfsQ5VefZ5,27,0.505,0.34,-9.005,0.0916,0.576,0.0438,0.0,101.993,"['pop', 'post-teen pop']",0C8ZW7ezQVs4URX5aX7Kqx
314,2VdT56BGpdqNHUgOe1j5vc,69,0.599,0.571,-4.998,0.285,0.198,0.0665,0.0,151.974,"['dfw rap', 'melodic rap', 'pop', 'rap']",246dkjvS1zLTtiykXe5h60
315,2vXKRlJBXyOcvZYTdNeckS,85,0.658,0.671,-12.21,0.166,0.0933,0.0363,0.000927,100.966,['dark clubbing'],3hteYQFiMFbJY7wS0xDymP
316,4jTiyLlOJVJj3mCr7yfPQD,79,0.732,0.69,-4.992,0.758,0.291,0.134,0.0,143.072,"['melodic rap', 'mississippi hip hop', 'rap', 'trap']",7iZtZyCzp3LItcw1wtPI3D
317,2K7xn816oNHJZ0aVqdQsha,86,0.575,0.568,-5.509,0.37,0.0484,0.03,0.000417,93.986,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",77SW9BnxLY8rJ0RciFqkHh
318,0lYBSQXN6rCTvUZvg9S0lU,84,0.649,0.716,-5.371,0.163,0.0863,0.0349,2.63e-05,99.988,"['edm', 'electronic trap', 'pop', 'pop dance']",540vIaP2JwjQb9dm3aArA4
319,7y7w4tl4MaRC2UMEj1mPtr,0,0.625,0.814,-5.181,0.535,0.0172,0.0657,0.0,144.991,"['chicago rap', 'melodic rap', 'rap']",4MCBfE4596Uoi2O4DtmEMz
320,2JqnpexlO9dmvjUMCaLCLJ,66,0.55,0.415,-6.557,0.274,0.161,0.052,0.0,172.065,"['danish pop', 'scandipop']",25u4wHJWxCA9vO0CzxAbK7
321,6sHxpnCerm9M6A5zaFFNfs,5,0.317,0.545,-6.439,0.14,0.039,0.0469,0.0,139.014,['australian electropop'],7wLyGTO9vUS7ndlq4BvBGe
322,763v0n4szIsWp3HOsfi7qq,48,0.598,0.415,-7.081,0.299,0.199,0.0668,0.0,120.151,"['alt z', 'swedish electropop']",7eCmccnRwPmRnWPw61x6jM
323,3rOSwuTsUlJp0Pu0MkN8r8,48,0.833,0.434,-8.795,0.281,0.0102,0.431,0.0219,150.062,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",1RyvyyTE3xzB2ZywiAwp0i
324,7osBjxxoPSCceUMdkyFh9O,55,0.749,0.53,-5.251,0.332,0.0287,0.0386,0.0,93.869,"['pop r&b', 'r&b']",7ibAWtDtmEfaVhc1FJ3Vl9
325,3JvrhDOgAt6p7K8mDyZwRd,82,0.484,0.731,-6.694,0.51,0.431,0.0379,0.0,101.654,"['folk-pop', 'modern rock']",10exVja0key0uqUkk6LJRT
326,1DSLYPSZ2w6hXIoPxmgq07,0,0.693,0.355,-6.902,0.632,0.502,0.0296,3.91e-06,75.024,['pop'],6Dd3NScHWwnW6obMFbl1BH
327,4iJyoBOLtHqaGxP12qzhQI,84,0.677,0.696,-6.181,0.464,0.321,0.119,0.0,90.03,"['canadian pop', 'pop']",1uNFoZAHBGtllmzznpCI3s
328,463CkQjx2Zk1yXoBuierM9,76,0.702,0.825,-3.787,0.915,0.00883,0.0601,0.0,102.977,"['dance pop', 'pop', 'uk pop']",6M2wZ9GZgrQXHCFfjv46we
329,78V3IWdq5QGnmZrI70qE5k,31,0.508,0.651,-4.838,0.601,0.0167,0.376,0.0,84.02,['viral pop'],1bqxdqvUtPWZri43cKHac8
330,0IKK48xF4eEdfofyaeKWWO,62,0.588,0.702,-4.271,0.429,0.104,0.0496,0.0,124.909,"['pop', 'uk pop']",5ZsFI1h6hIdQRw2ti0hz81
331,6zSpb8dQRaw0M1dK8PBwQz,86,0.796,0.798,-6.312,0.942,0.034,0.0317,4.19e-05,116.032,"['glam rock', 'mellow gold', 'piano rock', 'rock']",3PhoLpVuITZKcymswpck5b
332,4Ba99csVDlRFQILO5cSi7I,31,0.34,0.255,-13.713,0.46,0.882,0.0611,6.38e-05,67.905,"['v-pop', 'vietnamese hip hop']",23xCr75lKvnFvKi8ImHE7S
333,3CRDbSIZ4r5MsZ0YwxuEkn,86,0.734,0.637,-5.677,0.648,0.0462,0.141,2.29e-05,169.977,"['modern rock', 'pop', 'pov: indie', 'rock']",3YQKmKGau1PzlVlkL1iodx
334,5oDMahI0iti1HG9RBzzlHS,32,0.733,0.432,-9.624,0.673,0.495,0.0292,0.0,95.988,['v-pop'],6CGGvCBHWqQ4HXtn5aLhbh
335,4MdDjLdv6rLf53WltCDBhW,32,0.803,0.835,-4.55,0.531,0.318,0.0689,0.0151,98.987,['v-pop'],2CLdtsyD2NsTOBBOVr7fi8
336,3AMxuq6id3YGB57eWeheZQ,61,0.959,0.508,-7.857,0.346,0.144,0.257,9.82e-05,107.998,"['afroswing', 'nottingham hip hop', 'uk hip hop']",6M6XXCcO5gI68XpIlrUL3Z
