,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,album_release_date,vibe
1633,Alex G,Miracles,Miracles,6kjo1sI3Vc1Q47Ppm6FYRh,0.658,0.337,9,-10.802,1,0.0335,2.24E-05,0.124,0.376,140.005,224254,4,0.129,43,9/8/22,sad
1634,Frankie Cosmos,Next Thing,Outside with the Cuties,56J5dZ21WjuGKO3Z6LDIoc,0.524,0.182,9,-13.154,1,0.0637,0.000106,0.16,0.158,85.72,154305,4,0.689,50,4/1/16,sad
1635,sombr,caroline,caroline,73Moxwjn2ElzQBIMstG2ga,0.491,0.176,7,-17.212,1,0.0369,0.00375,0.101,0.122,120.06,198000,4,0.869,66,6/15/22,sad
1636,Clairo,Sling,Harbor,57VAuR1WgKFzcpO3ujQx9A,0.38,0.167,6,-15.294,1,0.0374,0.000369,0.0844,0.195,93.112,264012,4,0.95,56,7/16/21,sad
1637,Ethel Cain,Preacher’s Daughter,Hard Times,7JPmhsHbjaDGmTCKBZxVVU,0.492,0.356,10,-10.638,1,0.0259,0.00666,0.274,0.15,106.968,303067,3,0.379,59,5/12/22,sad
1638,First Aid Kit,The Big Black and the Blue,Ghost Town,0dXGcWTyxjkUhlWgegLmFW,0.355,0.182,0,-8.527,1,0.0319,3.26E-06,0.0785,0.0653,125.251,287360,4,0.784,29,2010,sad
1639,Fleet Foxes,Fleet Foxes,Tiger Mountain Peasant Song,74TdnqQ0JlIcHBwdSAATiw,0.645,0.132,6,-12.635,1,0.0327,0.00143,0.0845,0.257,131.011,208973,3,0.927,52,6/3/08,sad
1640,Elliott Smith,From A Basement On The Hill,Twilight,51LWYJAmtqHLYOQD1BKG9X,0.416,0.377,0,-13.039,1,0.0357,0.00218,0.183,0.488,140.964,269360,4,0.269,37,10/18/04,sad
1641,Lianne La Havas,Lianne La Havas,Paper Thin,7kC97zPE0PxrcItXyGdk8P,0.714,0.243,0,-13.513,1,0.0478,0.212,0.11,0.504,125.834,298720,4,0.646,58,7/17/20,sad
1642,Neutral Milk Hotel,In the Aeroplane Over the Sea,In the Aeroplane Over the Sea,5rfT032kGmLvbxZzfHlu5D,0.271,0.714,7,-5.124,1,0.0329,0,0.115,0.239,94.158,202347,3,0.392,66,2/20/98,sad
1643,Perfume Genius,No Shape,Otherside,2Iqdun0CJawDkc3NBUrbdA,0.279,0.137,8,-11.45,1,0.0381,0.000494,0.223,0.206,142.848,160169,3,0.906,51,5/5/17,sad
1644,Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",Painkillers,6fc51JZVE0Yijdi6RuoLFv,0.754,0.405,7,-11.547,1,0.0378,0.00179,0.1,0.0843,114.938,213973,4,0.466,70,4/6/18,sad
1645,Sufjan Stevens,Fourth of July,Fourth of July,1LjVNoqN5YsWf9vGu2JzhF,0.452,0.104,6,-22.394,0,0.0456,0.295,0.119,0.158,120.292,279316,4,0.973,48,7/1/22,sad
1646,The Backseat Lovers,When We Were Friends,Pool House,74f0dpqHhTeTJzs4pmZ1yq,0.594,0.355,7,-11.184,1,0.0305,0.000109,0.0559,0.327,134.097,269412,4,0.0478,72,1/27/19,sad
1647,Whitney,Forever Turned Around,Used To Be Lonely,2ya75bvL17SgjKvytJrBAm,0.566,0.405,8,-9.053,1,0.0288,0.0125,0.0928,0.365,103.467,228960,4,0.876,47,8/30/19,sad
1648,Phoebe Bridgers,Punisher,I Know The End,0pJW1Xw3aY4Eh6k5iuBkfI,0.323,0.323,1,-10.268,1,0.0351,0.0229,0.233,0.256,111.826,344693,4,0.33,73,6/18/20,sad
1649,Dan Fogelberg,Love Songs,Leader of the Band,3O4s2m47MFhnGqmpkjoKYk,0.628,0.159,8,-14.363,1,0.0333,0,0.111,0.505,135.003,256400,4,0.872,64,1995,sad
1650,James Taylor,Sweet Baby James (2019 Remaster),Fire and Rain - 2019 Remaster,1oht5GevPN9t1T3kG1m1GO,0.597,0.271,5,-17.293,1,0.0394,0.0119,0.0933,0.338,76.271,203613,4,0.766,73,2/1/70,sad
1651,Jeff Buckley,Grace,Hallelujah,3pRaLNL3b8x5uBOcsgvdqM,0.324,0.136,0,-10.33,1,0.0318,0.00117,0.176,0.0831,97.256,413827,3,0.931,71,1994,sad
1652,Little River Band,First Under The Wire (Remastered 2022),Cool Change - Remastered 2022,2SEGYVnWImKLUOkU3Qa8sX,0.375,0.383,9,-10.941,1,0.0277,1.28E-06,0.0877,0.143,130.26,316219,4,0.268,62,7/1/79,sad
1653,Ray LaMontagne,Trouble,Jolene,2fSIF8CJhoc9CJhF9vJDXp,0.588,0.142,7,-15.196,1,0.0329,0.000162,0.0953,0.288,119.656,250867,4,0.863,64,8/15/04,sad
1654,England Dan & John Ford Coley,Dowdy Ferry Road,It's Sad to Belong - Single Version,3zqvox7nyhykHe7WS8w9Rm,0.517,0.309,3,-16.463,1,0.0356,2.36E-06,0.102,0.539,136.209,173547,4,0.374,64,1977-03,sad
1655,Christopher Cross,Christopher Cross,Sailing,6Hu6dzwlvoyg3zBUC8k4BK,0.469,0.382,2,-13.203,1,0.0374,0.00025,0.36,0.178,149.994,256147,4,0.364,71,1979,sad
1656,Jim Croce,I Got a Name,I'll Have To Say I Love You In A Song,4t8tx6o7oM6Ax66ZUU361y,0.536,0.446,9,-14.98,1,0.029,0.0103,0.106,0.707,133.785,154627,4,0.833,69,12/1/73,sad
1657,Paul Simon,Still Crazy After All These Years,Still Crazy After All These Years,3gIBSlXYIN1mru35l4LWPB,0.267,0.252,7,-11.687,1,0.0351,4.43E-05,0.089,0.13,37.114,206533,4,0.8,59,10/25/75,sad
1658,Bread,Baby I'm-a Want You,Everything I Own,52VIdyKqp1pJRSyUQaxKUA,0.365,0.338,2,-13.406,1,0.0322,0,0.104,0.446,79.241,187000,4,0.735,72,1972,sad
1659,Van Morrison,Moondance,Into the Mystic - 2013 Remaster,3lh3iiiJeiBXHSZw6u0kh6,0.608,0.524,8,-10.266,1,0.0309,0.00254,0.115,0.797,86.204,205613,4,0.367,74,1970-02,sad
1660,Jack Johnson,On And On,Gone,4sX4O9mgw76aWhehf1eSRD,0.816,0.338,11,-11.989,0,0.0471,0.00104,0.119,0.756,97.027,130013,4,0.832,67,1/1/03,sad
1661,James Taylor,New Moon Shine,Copperline,0i1XtQ6hOET96dz5oG45zl,0.556,0.389,4,-12.742,1,0.0291,0,0.0468,0.284,148.784,261267,4,0.305,54,8/31/91,sad
1662,Danny Dwyer,What You Want,What You Want,2AQzUTNoARvzd42LrWFddf,0.647,0.226,5,-12.495,0,0.04,0.0136,0.119,0.612,180.303,191987,3,0.748,55,7/23/17,sad
1663,Carole King,Tapestry,So Far Away,4HHge4zAyIw3pkrtFzmwCl,0.49,0.172,2,-14.251,1,0.0372,3.32E-05,0.0753,0.361,143.837,235627,4,0.897,61,1971,sad
1664,Ray LaMontagne,Trouble,Trouble,5aGkIyzLVYGuLIHkxpNAFF,0.325,0.424,7,-12.733,1,0.0438,0.000267,0.23,0.494,173.352,241547,3,0.341,60,8/15/04,sad
1665,Elton John,Don't Shoot Me I'm Only The Piano Player,Daniel,1BvJmtaXsqtH438BcDPeBb,0.688,0.477,0,-11.945,1,0.029,4.93E-05,0.0864,0.897,132.071,234667,4,0.38,69,1/22/73,sad
1666,Norah Jones,Come Away With Me (Super Deluxe Edition),Don't Know Why,1zNXF2svmdlNxfS5XeNUgr,0.745,0.219,5,-11.216,1,0.0276,1.80E-05,0.0678,0.635,88.609,186251,4,0.851,77,2/26/02,sad
1667,David Pomeranz,Audiophile Gold Series: David Pomeranz,The Old Songs,0oDQyIXqpujKZjW90aBpjC,0.519,0.445,11,-7.975,1,0.0273,0,0.148,0.321,140.914,250120,4,0.286,57,2011,sad
1668,Jim Croce,You Don't Mess Around With Jim,Operator (That's Not the Way It Feels),3NJzkMApQqAudLSgYb5Bz2,0.687,0.453,7,-11.649,1,0.0335,8.49E-06,0.0897,0.83,129.987,230213,4,0.765,66,4/1/72,sad
1669,Bread,Baby I'm-a Want You,Baby I'm-a Want You,7IX2e7pEShera9T1QIMvi7,0.613,0.289,8,-16.529,1,0.0305,1.57E-06,0.0617,0.553,144.188,150707,4,0.743,65,1972,sad
1670,Simon & Garfunkel,Bridge Over Troubled Water,Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,3,-13.888,1,0.0323,0.000649,0.115,0.264,79.764,293120,4,0.822,71,1/26/70,sad
1671,England Dan & John Ford Coley,Nights Are Forever,I'd Really Love to See You Tonight,2r008pcfVYc0zgQvSRqUJE,0.62,0.556,5,-12.044,1,0.0336,0,0.301,0.592,119.172,159107,4,0.184,70,1976-07,sad
1672,James Taylor,Mud Slide Slim and the Blue Horizon (2019 Remaster),You've Got a Friend - 2019 Remaster,6zV8IpLvw0tkRSVCFQJB1y,0.689,0.2,9,-18.634,1,0.0309,0.0327,0.0893,0.478,91.787,268867,4,0.795,69,4/1/71,sad
1673,David Gray,White Ladder,This Year's Love,4X6F9xoYUyJh4OhnXbAZv2,0.329,0.167,8,-11.635,1,0.0311,3.08E-05,0.101,0.203,165.026,245533,3,0.731,69,11/2/98,sad
1674,Paul Simon,The Essential Paul Simon,Slip Slidin' Away,0zb2kpEQMnqJPiLACKMiFM,0.641,0.409,8,-12.452,1,0.0348,2.58E-06,0.118,0.315,121.165,285053,4,0.743,58,2007,sad
1675,Ray LaMontagne,Part Of The Light,Such A Simple Thing,4PuUa8e5s7P3Zv1IdCGIsa,0.522,0.256,10,-11.216,1,0.0258,0.000806,0.142,0.13,76.349,296387,4,0.86,65,5/18/18,sad
1676,Bonnie Raitt,Luck Of The Draw,I Can't Make You Love Me,69uJi5QsBtqlYkGURTBli8,0.588,0.149,7,-16.728,0,0.0319,9.65E-05,0.236,0.113,124.689,332960,4,0.846,65,1/1/91,sad
1677,Paul Davis,"Singer of Songs, Teller of Tales",I Go Crazy,08kvJTpcthAvvvW0BAcGHN,0.534,0.457,4,-8.66,0,0.0266,0.0004,0.203,0.271,140.798,233893,4,0.259,56,3/17/77,sad
1678,Iron & Wine,Beast Epic,Call It Dreaming,1MxHIIzcTeFnaNsDGY3pfj,0.512,0.501,5,-9.971,1,0.0325,6.25E-05,0.0973,0.726,79.989,231755,4,0.609,66,8/25/17,sad
1679,John Mayer,Continuum,Slow Dancing in a Burning Room,2jdAk8ATWIL3dwT47XpRfu,0.667,0.361,1,-8.69,0,0.0273,0.00506,0.0805,0.29,134.018,242000,5,0.575,75,9/11/06,sad
1680,Bread,On the Waters,Make It with You,7wWw7hBmErNg9u5w6Xx0vy,0.629,0.356,4,-11.135,1,0.0246,0.000617,0.173,0.472,83.886,192200,4,0.66,70,1970,sad
1681,Gordon Lightfoot,Sundown,Sundown,0SjnBEHZVXgCKvOrpvzL2k,0.794,0.427,11,-15.492,1,0.029,1.04E-05,0.0703,0.751,105.732,213400,4,0.334,71,1974,sad
1682,Sarah McLachlan,"Rarities, B-Sides and Other Stuff, Volume 2",Blackbird,7ol4EBFZnZoxHAuUdJ6FRp,0.44,0.352,9,-8.547,1,0.0321,0.00222,0.103,0.442,186.576,141200,4,0.871,58,4/14/08,sad
1683,James Taylor,Sweet Baby James (2019 Remaster),Sweet Baby James - 2019 Remaster,17PXXzOygMyXXUNLngVN5u,0.539,0.114,2,-20.575,1,0.0346,0.00902,0.106,0.608,141.378,173733,3,0.882,60,2/1/70,sad
1684,Jim Croce,You Don't Mess Around With Jim,Walkin' Back to Georgia,51ueZKM83MTRv9rgiDfI6Y,0.661,0.518,6,-10.061,0,0.0319,1.78E-05,0.0953,0.776,127.266,170760,4,0.621,64,4/1/72,sad
1685,John Denver,Rocky Mountain High,Rocky Mountain High,1ne9wOtDF2jM6Cm8WBkaER,0.455,0.437,4,-11.411,1,0.0278,0,0.501,0.724,81.396,283640,4,0.314,68,9/15/72,sad
1686,Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),The Wind - Remastered 2021,0wEo4mwfs6tXYgCem9m9wP,0.765,0.291,2,-14.456,1,0.0397,0.000446,0.149,0.806,115.751,102987,4,0.787,69,10/1/71,sad
1687,Billy Joel,An Innocent Man,Leave a Tender Moment Alone,4Qw41GUmS4rF7GR3am9Rt6,0.628,0.548,10,-7.507,1,0.0423,0,0.555,0.564,109.92,236707,4,0.229,51,8/8/83,sad
1688,James Ingram,"Forever More (Love Songs, Hits & Duets)",Just Once - New Version,0rKPoDE9Bm4OcZeyHrHZnV,0.622,0.49,0,-7.486,1,0.0342,0,0.103,0.324,143.863,269280,4,0.688,64,4/12/99,sad
1689,Sade,Lovers Rock,By Your Side,7H3ojI1BsVy0dEJENqMt1k,0.653,0.429,11,-10.473,1,0.0297,0.00371,0.0693,0.627,146.073,274933,4,0.0849,72,11/13/00,sad
1690,The Weepies,Say I Am You,World Spins Madly On,6NSlOEEtWlqvEFrjQsry77,0.502,0.311,1,-13.421,1,0.0285,4.32E-05,0.129,0.4,107.612,165133,4,0.617,61,12/20/05,sad
1691,Bread,Lost Without Your Love,Lost Without Your Love,1aRncYBtdizYoVKcSt8oaY,0.266,0.345,10,-11.484,1,0.0309,1.90E-05,0.103,0.199,145.98,176893,4,0.376,61,1977,sad
1692,Jason Mraz,Love Is a Four Letter Word (Deluxe Edition),I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,0.483,0.303,4,-10.058,1,0.0429,0,0.115,0.139,133.406,240166,3,0.694,71,4/13/12,sad
1693,John Mayer,Continuum,Gravity,3SktMqZmo3M9zbB7oKMIF7,0.753,0.326,7,-9.883,1,0.0342,0.00131,0.24,0.237,123.799,245827,3,0.731,73,9/11/06,sad
1694,James Taylor,JT,Handy Man,70aUjWZmd9F3bRSsR4DwAJ,0.804,0.233,2,-14.17,1,0.0312,0.106,0.0854,0.583,90.639,196800,4,0.64,62,1977,sad
1695,Ray LaMontagne,I Was Born To Love You,I Was Born To Love You,3PG6V5yuFfo4APiovOQoRv,0.65,0.271,9,-11.081,1,0.0314,6.90E-05,0.196,0.21,78.036,265843,4,0.794,68,4/8/22,sad
1696,Stephen Speaks,No More Doubt,Out of My League,4VoJCUgNmnqG2qF0peDBkw,0.538,0.315,0,-10.057,1,0.0291,0.00596,0.0979,0.4,91.921,218800,3,0.96,64,9/4/01,sad
1697,Barry Manilow,If I Should Love Again,Somewhere Down The Road,06Bby5F2R1sVBggPrSH0xr,0.317,0.261,0,-12.606,1,0.0309,5.56E-05,0.416,0.252,132.584,243400,4,0.3,56,1981,sad
1698,Tracy Chapman,New Beginning,The Promise,2HO2bnoMrpnZUbUqiilLHi,0.496,0.0975,1,-17.234,1,0.0318,0.000714,0.0951,0.36,141.397,327867,4,0.703,59,10/31/95,sad
1699,Chord Overstreet,Hold On,Hold On,5vjLSffimiIP26QG5WcN2K,0.618,0.443,2,-9.681,1,0.0526,0,0.0829,0.167,119.949,198853,4,0.469,82,2/3/17,sad
1700,James Arthur,Back from the Edge,Train Wreck,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,6,-5.726,0,0.0365,0,0.0726,0.225,77.355,208827,4,0.701,81,10/28/16,sad
1701,XXXTENTACION,17,Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,0.734,0.57,7,-7.066,0,0.133,2.14E-05,0.112,0.689,129.953,95467,4,0.847,84,8/25/17,sad
1702,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Bruises,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0.0677,0,0.186,0.361,111.202,220492,4,0.946,83,5/17/19,sad
1703,Halsey,hopeless fountain kingdom (Deluxe),Sorry,44n97yHySt0Z9rqPaXgjCK,0.513,0.25,5,-9.376,0,0.0367,0,0.117,0.351,74.103,220541,4,0.913,73,6/2/17,sad
1704,Billie Eilish,Guitar Songs,TV,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,4,-15.159,0,0.0379,0.00653,0.147,0.119,140.214,281381,4,0.83,86,7/21/22,sad
1705,Dean Lewis,A Place We Knew,Be Alright,5qrSlOut2rNAWv3ubArkNy,0.551,0.537,11,-7.595,1,0.034,0,0.0802,0.493,126.421,196493,4,0.705,79,3/22/19,sad
1706,Kina,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,1,-16.541,0,0.188,0,0.144,0.0895,118.917,179080,4,0.72,80,10/8/18,sad
1707,Noah Cyrus,THE END OF EVERYTHING,Lonely,6U1iuA5QfzYRPJxvdcxqtf,0.53,0.281,5,-8.274,1,0.0577,0,0.0928,0.341,122.442,144377,4,0.798,70,5/15/20,sad
1708,Alexander 23,IDK You Yet (Live on Piano),IDK You Yet,0j1Ia2lQWrcXrQZI4AdJlk,0.648,0.308,1,-11.729,1,0.04,0.0774,0.124,0.198,76.997,184638,1,0.886,77,6/23/20,sad
1709,dandelion hands,It's All In Your Head,How To Never Stop Being Sad,6ZLt6fyonW1xOGMBC9vJPJ,0.414,0.245,7,-17.929,1,0.0429,0.761,0.104,0.132,97.236,130743,5,0.952,70,1/1/13,sad
1710,Olivia O'Brien,Complicated,Complicated,0jllH0usRFD4LJkJnGK9Lf,0.657,0.355,7,-12.044,1,0.0714,0.000427,0.123,0.0808,74.99,189000,4,0.694,70,8/9/15,sad
1711,itssvd,Missing,Losing Interest,55XrFge2dEZwYzNl128DwN,0.753,0.355,8,-13.295,0,0.0898,0.87,0.122,0.506,111.863,120547,4,0.48,75,2/12/17,sad
1712,XXXTENTACION,17,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,4.13E-06,0.297,0.437,134.021,119133,4,0.469,84,8/25/17,sad
1713,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),Before You Go,2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0.0573,0,0.0885,0.183,111.881,215107,4,0.604,86,11/22/19,sad
1714,Lil Peep,Star Shopping,Star Shopping,6Ox1rvlwEpB49drasQm6RF,0.538,0.471,4,-9.84,0,0.0955,0.0185,0.116,0.307,93.07,142000,4,0.0946,86,2015,sad
1715,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",listen before i go,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0,-23.023,1,0.045,0.00384,0.388,0.082,79.764,242652,3,0.935,77,3/29/19,sad
1716,Jess Benko,"Do You Love Me, or Are You Just Lonely?",A Soulmate Who Wasn’t Meant to Be,0gOz9JUXsaKVzLTSmFDtdo,0.571,0.0274,9,-20.274,0,0.0649,6.43E-06,0.322,0.087,124.209,316556,3,0.948,69,7/19/19,sad
1717,Ashe,Ashlyn,Moral of the Story,69HzZ3ti9DLwb0GdWCGYSo,0.569,0.403,10,-8.618,1,0.0439,4.49E-06,0.102,0.269,119.819,201017,4,0.593,78,5/7/21,sad
1718,Noah Cyrus,THE END OF EVERYTHING,July,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,9,-8.953,0,0.042,0,0.0779,0.322,72.541,156106,4,0.868,81,5/15/20,sad
1719,Joji,In Tongues (Deluxe),worldstar money (interlude),0baNzeUcPQnQSagpe8T0mD,0.577,0.387,7,-8.607,1,0.274,0.705,0.208,0.459,146.565,126312,1,0.964,78,2/14/18,sad
1720,Dean Lewis,A Place We Knew,Half A Man,1ugQtcwmKOXvKAYzhjncmv,0.507,0.204,0,-11.575,1,0.0504,0,0.143,0.343,77.765,179120,4,0.855,78,3/22/19,sad
1721,SadBoyProlific,Natsukashii,Walk Away,6mhMFztI38c0CZr8CEnPrD,0.641,0.373,1,-14.13,1,0.44,0,0.0993,0.282,100.268,120189,4,0.761,67,12/24/18,sad
1722,Kina,Baby You're Worth It,Baby You're Worth It,75SW8IItf7yy1VejSLtv9W,0.681,0.255,7,-16.305,1,0.0479,0.165,0.105,0.274,119.952,130947,4,0.742,68,6/13/18,sad
1723,XXXTENTACION,17,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,0.746,0.251,11,-16.169,0,0.259,0.00203,0.106,0.18,139.999,120027,4,0.782,87,8/25/17,sad
1724,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0,0.105,0.446,109.891,182161,4,0.751,89,5/17/19,sad
1725,Olivia Rodrigo,SOUR,drivers license,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,1.42E-05,0.106,0.137,143.875,242013,4,0.768,86,5/21/21,sad
1726,Billie Eilish,everything i wanted,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.657,0.106,0.243,120.006,245426,4,0.902,85,11/13/19,sad
1727,Papithbk,Thbk.,Love Is a Drug,0Q06s7TNQH8irO2sfvuFnn,0.833,0.293,7,-17.24,1,0.416,0,0.103,0.42,110.06,100120,4,0.785,68,10/24/18,sad
1728,salvia palth,melanchole,i was all over her,7svpAkwc6xaSxlbZ7V7JiS,0.529,0.353,7,-12.835,1,0.0292,0.853,0.116,0.0601,104.557,161463,4,0.788,81,1/1/13,sad
1729,SYML,SYML,Where's My Love,1B62o4CbdL9ckGvwsz2cgn,0.604,0.36,0,-10.109,0,0.0253,0.0343,0.112,0.37,103.985,202000,4,0.868,81,5/3/19,sad
1730,James Arthur,Back from the Edge,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0,0.0939,0.479,107.969,246880,4,0.308,80,10/28/16,sad
1731,Lund,Broken,Broken,4W8sUeokQKfHt1uTXp0Jq0,0.83,0.583,0,-2.052,1,0.0412,0.0005,0.109,0.146,134,200673,4,0.0563,70,4/17/20,sad
1732,SadBoyProlific,Alone,Alone,50OPOdJbRx9iCJXGultmUf,0.874,0.358,9,-13.642,1,0.459,0.00196,0.336,0.437,119.091,160061,4,0.494,67,11/10/18,sad
1733,Jaymes Young,Feel Something (Deluxe),Happiest Year,219slQu3ALbTSAe9P22hvE,0.502,0.168,1,-14.061,1,0.0486,0,0.111,0.355,112.881,228443,3,0.885,76,1/28/22,sad
1734,XXXTENTACION,?,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,1,-11.192,1,0.0993,0.000993,0.137,0.271,119.705,160184,4,0.779,78,3/16/18,sad
1735,Anson Seabra,Songs I Wrote in My Bedroom,That's Us,7sTDqaGUr9NM8NHQ5SNHi1,0.621,0.108,10,-15.399,1,0.0493,1.67E-05,0.137,0.204,129.285,270462,4,0.968,63,5/8/20,sad
1736,Montell Fish,JAMIE,Destroy Myself Just For You,40Fmr4mXhz4PtrMAPTnoXB,0.512,0.186,0,-16.028,1,0.0373,0.0281,0.11,0.191,59.677,146000,4,0.904,73,7/22/22,sad
1737,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,3.97E-05,0.0897,0.198,82.642,196077,4,0.978,84,3/29/19,sad
1738,Monty Datta,Can't Love Myself,Can't Love Myself,0MO1qNhm8aRZchi8CJlIRo,0.541,0.0836,1,-12.663,1,0.313,0.00199,0.126,0.452,181.032,122723,4,0.913,64,2/16/18,sad
1739,NF,Mansion,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,0.51,0.643,0,-6.602,1,0.0485,3.22E-06,0.101,0.0397,130.081,270453,4,0.214,73,3/31/15,sad
1740,Teqkoi,I'm Not Enough and I'm Sorry,I'm Not Enough and I'm Sorry,4P1L6AniTDJzANaubzWGYs,0.698,0.183,8,-20.188,1,0.299,0.000424,0.335,0.244,143.96,120000,4,0.462,61,10/27/18,sad
1741,James Arthur,YOU,Car's Outside,0otRX6Z89qKkHkQ9OqJpKt,0.338,0.562,9,-7.181,1,0.029,0,0.107,0.259,149.907,248373,4,0.039,85,10/18/19,sad
1742,Various Artists,Surat Cinta Untuk Starla,Bernafas Tanpamu,1imyB3ufkQTtOnD2PYUSuu,0.445,0.602,2,-7.022,1,0.032,3.37E-06,0.0724,0.289,145.02,295993,3,0.012,69,10/19/17,sad
1743,Elina,Champion,Champion,1z1mMZtZW0gvR9FSPc7JpJ,0.65,0.171,6,-9.005,1,0.0519,0,0.127,0.284,119.522,173237,4,0.921,56,11/30/18,sad
1744,Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0,0.135,0.236,89.792,207520,4,0.536,80,3/3/17,sad
1745,XXXTENTACION,?,NUMB,01TnVDiet1DFTsyWKUKovl,0.414,0.416,11,-8.024,0,0.0251,0.179,0.131,0.196,159.91,186268,4,0.1,75,3/16/18,sad
1746,Olivia Rodrigo,"All I Want (From ""High School Musical: The Musical: The Series"")","All I Want - From ""High School Musical: The Musical: The Series""",4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,0,-6.585,0,0.0328,0,0.0912,0.129,77.599,177323,3,0.0902,79,11/27/19,sad
1747,Jeremy Zucker,brent,you were good to me,4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,1,0.0404,2.62E-05,0.112,0.206,102.128,219147,4,0.913,75,5/3/19,sad
1748,Billie Eilish,Bored,Bored,04sN26COy28wTXYj3dMoiZ,0.614,0.318,7,-12.695,1,0.0478,0.00239,0.0795,0.112,119.959,180933,4,0.896,84,3/30/17,sad
1749,Yotto,Just Over,Just Over,6vOane9RzzOIITCvbHJ6m2,0.574,0.898,7,-9.51,0,0.0333,0.74,0.166,0.0768,123.01,174344,4,0.002,62,1/5/23,chill
1750,Tinlicker,Because You Move Me,Because You Move Me,05GvwwTLLID738BbKN1ze0,0.789,0.435,2,-9.506,0,0.149,0.0418,0.107,0.166,122.995,196375,4,0.691,77,7/31/17,chill
1751,Tinlicker,Perfect Mistakes,Voodoo,5cGBQ9W3XtRuRQFgDklDrI,0.558,0.834,5,-8.585,1,0.0366,0.89,0.0987,0.108,123.998,233805,4,0.00573,64,10/4/22,chill
1752,ODESZA,Hopeful,Hopeful,7JXVPV3BIeuDs7JImsuN9P,0.34,0.823,4,-7.181,1,0.0455,0.668,0.141,0.0389,119.972,246405,4,0.0854,65,2/21/23,chill
1753,Sultan + Shepard,"Something, Everything",Salta,5L8R2cyft2HfQ1IlfVAbcz,0.653,0.604,7,-10.177,0,0.0327,0.908,0.255,0.0768,119.98,222250,4,0.0448,63,3/12/21,chill
1754,Lavern,Hold Me,Hold Me,4SnuG111QPmgwRmlwhJ4Mg,0.762,0.942,9,-6.432,0,0.038,0.764,0.115,0.038,120,140000,4,0.586,71,3/31/23,chill
1755,Above & Beyond,Believer (Marsh's Guatape Remix),Believer - Marsh's Guatape Remix,1GHOLip5jcgRIBqd8QUx7N,0.788,0.786,3,-9.321,0,0.0381,0.877,0.138,0.157,122.008,255779,4,0.0844,62,1/6/22,chill
1756,Kx5,Kx5,Escape (feat. Hayla),3VpxEo6vMpi4rQ6t2WVVkK,0.659,0.798,9,-6.933,0,0.0749,0.000379,0.708,0.15,126.064,240445,4,0.175,71,3/17/23,chill
1757,Elderbrook,Little Love,I Need You,5UTqHC0FtWx9zPKvva8i9v,0.65,0.701,9,-10.637,0,0.0466,0.146,0.103,0.132,127.915,194769,4,0.433,62,3/31/23,chill
1758,ODESZA,The Last Goodbye,The Last Goodbye,4XeIiGpUBshIfs9yrBDVZC,0.667,0.92,9,-2.71,1,0.0773,0.00232,0.126,0.146,114.977,358983,4,0.00752,69,2/8/22,chill
